Genes,Clinical_Importance_level,Transmissibility_level,Mobility_level,Pathogenic_level,Clinial_Importance_score,Transmissbilitty_score,Mobility_score,Pathogenic_score,Final_Risk_score
act-41,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-43,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-45,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-46,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-47,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-48,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-50,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-56,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-61,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-71,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-74,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-84,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-110,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-119,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-130,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-135,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-139,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-145,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-154,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-156,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
adc-165,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
cmh-3,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
cmh-6,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
erea1,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
fosy,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
mir-7,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-110,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-13,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-173,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-197,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-311,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-355,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-396,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-494,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-510,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-716,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-811,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
oxa-813,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
pdc-15,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
shv-17,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
shv-40,Critically Important,Very Low,Not Defined,Very High,28.4,3.05,0.0,24.8,56.25
act-18,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
act-37,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
act-4,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
adc-13,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
adc-15,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
adc-19,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
adc-6,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
armr,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
erm(41),Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
mir-10,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
mir-14,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
mir-15,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
mir-5,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
nmca,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-104,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-106,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-117,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-337,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-343,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-486,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-488,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-70,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-78,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-91,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
oxa-98,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
pdc-1,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
pdc-10,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
pdc-6,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
shv-110,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
shv-119,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
shv-168,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
shv-33,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
shv-61,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
shv-77,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
spm-1,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
vga(e) staphylococcus cohnii,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
vim-17,Critically Important,Not Defined,Very Low,Very High,28.4,0.0,3.5,24.8,56.7
mexn,Highly Important,Very Low,Low,Very High,21.8,3.05,7.1,24.8,56.75
aph(1'')-if,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
aph(1'')-ig,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
bro-1,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
campylobacter jejuni gyra conferring resistance to fluoroquinolones,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
cbla-1,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
cepa,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
dha-11,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
haemophilus parainfluenzae gyra conferring resistance to fluoroquinolones,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
icr-mc,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
len-7,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
len-9,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
lpsa,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
neisseria gonorrhoeae pbp1 conferring resistance to beta-lactam antibiotics,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
neisseria gonorrhoeae rpld,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
neisseria meningititis pbp1 conferring resistance to beta-lactam,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
oxa-193,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
oxy-6-4,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
streptococcus pneumoniae pbp1b conferring resistance to amoxicillin,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
vanr gene in vand cluster,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
vant gene in vanc cluster,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
vantr gene in vanl cluster,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
vanw gene in vani cluster,Critically Important,Very High,Very Low,Very Low,28.4,21.6,3.5,3.5,57.0
vany gene in vanm cluster,Critically Important,Very High,Not Defined,Low,28.4,21.6,0.0,7.0,57.0
ant(2'')-ia,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
arr-2,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
carb-12,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
erea2,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
ges-7,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
imp-14,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
imp-26,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
imp-6,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
oxa-129,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
oxa-2,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
oxa-21,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
qnrvc4,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
qnrvc6,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
sim-1,Critically Important,Not Defined,Very High,Very Low,28.4,0.0,25.2,3.5,57.1
cmea,Critically Important,High,Very Low,Low,28.4,18.3,3.5,7.0,57.2
cmec,Critically Important,High,Very Low,Low,28.4,18.3,3.5,7.0,57.2
cmer,Critically Important,High,Very Low,Low,28.4,18.3,3.5,7.0,57.2
axyy,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
bci,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
cfrc,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
fosb,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
lsaa,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
oprz,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
vano,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
vanr gene in vanc cluster,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
vanx gene in vani cluster,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
vanxy gene in vanc cluster,Critically Important,High,Low,Very Low,28.4,18.3,7.1,3.5,57.3
ant(6)-ia,Critically Important,Low,High,Very Low,28.4,6.1,19.7,3.5,57.7
tet(45),Highly Important,High,Medium,Very Low,21.8,18.3,14.2,3.5,57.8
tetb(p),Highly Important,High,Medium,Very Low,21.8,18.3,14.2,3.5,57.8
mexl,Critically Important,Low,Very Low,High,28.4,6.1,3.5,19.9,57.9
muxc,Critically Important,Low,Very Low,High,28.4,6.1,3.5,19.9,57.9
opmb,Critically Important,Low,Very Low,High,28.4,6.1,3.5,19.9,57.9
adea,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
adeb,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
adeg,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
adeh,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
adek,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
adel,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
aden,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
ader,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
ades,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
mexc,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
mexe,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
mexf,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
mexi,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
mexk,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
oprm,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
oprn,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
pmpm,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
pseudomonas aeruginosa cpxr,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
pseudomonas aeruginosa emre,Critically Important,Very Low,Low,High,28.4,3.05,7.1,19.9,58.45
act-54,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
act-77,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
adc-58,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
bcr-1,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
cprs,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
mexr,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
nald,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
oxa-11,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
pars,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
planobispora rosea ef-tu mutants conferring resistance to inhibitor ge1170a,Critically Important,Low,Not Defined,Very High,28.4,6.1,0.0,24.8,59.3
act-15,Critically Important,Very Low,Very Low,Very High,28.4,3.05,3.5,24.8,59.75
act-9,Critically Important,Very Low,Very Low,Very High,28.4,3.05,3.5,24.8,59.75
mir-11,Critically Important,Very Low,Very Low,Very High,28.4,3.05,3.5,24.8,59.75
pdc-8,Critically Important,Very Low,Very Low,Very High,28.4,3.05,3.5,24.8,59.75
shv-36,Critically Important,Very Low,Very Low,Very High,28.4,3.05,3.5,24.8,59.75
shv-71,Critically Important,Very Low,Very Low,Very High,28.4,3.05,3.5,24.8,59.75
tet(41),Highly Important,Low,Low,Very High,21.8,6.1,7.1,24.8,59.8
aada4,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
adc-5,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
adc-76,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
arr-1,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
cmh-1,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
mphb,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
oxa-180,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
oxa-416,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
oxa-68,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
oxa-94,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
shv-187,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
tem-166,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
vgae,Critically Important,Not Defined,Low,Very High,28.4,0.0,7.1,24.8,60.3
hmrm,Critically Important,Very High,Very Low,Low,28.4,21.6,3.5,7.0,60.5
aac(6')-ia,Critically Important,Not Defined,Very High,Low,28.4,0.0,25.2,7.0,60.6
aada2,Critically Important,Not Defined,Very High,Low,28.4,0.0,25.2,7.0,60.6
erea,Critically Important,Not Defined,Very High,Low,28.4,0.0,25.2,7.0,60.6
mdta,Marginally Important,Very High,Medium,Very High,0.0,21.6,14.2,24.8,60.6
mdtb,Marginally Important,Very High,Medium,Very High,0.0,21.6,14.2,24.8,60.6
mdtc,Marginally Important,Very High,Medium,Very High,0.0,21.6,14.2,24.8,60.6
acc-3,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
ant(6)-ib,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
bifidobacterium adolescentis rpob mutants conferring resistance to rifampicin,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
clostridium perfringens mprf,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
mtrc,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
mtrd,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
nora,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
oxa-85,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
pgpb,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
vanh gene in vano cluster,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
vanr gene in vang cluster,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
vant gene in vang cluster,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
vanu gene in vang cluster,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
vanx gene in vanf cluster,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
vanxy gene in vang cluster,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
vany gene in vang cluster,Critically Important,Very High,Low,Very Low,28.4,21.6,7.1,3.5,60.6
erm(47),Critically Important,High,Medium,Not Defined,28.4,18.3,14.2,0.0,60.9
catb9,Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
catp,Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
cfxa4,Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
cmx,Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
tet(36),Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
tet(40),Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
tet(q),Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
tet(w),Highly Important,Very High,Medium,Very Low,21.8,21.6,14.2,3.5,61.1
sat-4,Marginally Important,Very High,High,High,0.0,21.6,19.7,19.9,61.2
catb8,Highly Important,Not Defined,High,High,21.8,0.0,19.7,19.9,61.4
enterococcus faecalis chloramphenicol acetyltransferase,Highly Important,Not Defined,High,High,21.8,0.0,19.7,19.9,61.4
enterococcus faecium chloramphenicol acetyltransferase,Highly Important,Not Defined,High,High,21.8,0.0,19.7,19.9,61.4
abem,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
abes,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
acinetobacter baumannii abaf,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
adec,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
adei,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
adej,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
ant(3'')-iic,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
arna,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
fosa,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexa,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexb,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexd,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexg,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexh,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexv,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexw,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
mexy,Critically Important,Low,Low,High,28.4,6.1,7.1,19.9,61.5
adc-79,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
ant(4')-iib,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
ermc,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
fosb1,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
fosb4,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
oxa-71,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
per-1,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
rmtd,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
vanb,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
vanm,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
vanr gene in vanb cluster,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
vans gene in vanb cluster,Critically Important,Not Defined,Medium,High,28.4,0.0,14.2,19.9,62.5
act-3,Critically Important,Low,Very Low,Very High,28.4,6.1,3.5,24.8,62.8
act-6,Critically Important,Low,Very Low,Very High,28.4,6.1,3.5,24.8,62.8
aph(3')-iib,Critically Important,Low,Very Low,Very High,28.4,6.1,3.5,24.8,62.8
oxa-198,Critically Important,Low,Very Low,Very High,28.4,6.1,3.5,24.8,62.8
aac(6')-iia,Critically Important,Low,Very High,Very Low,28.4,6.1,25.2,3.5,63.2
cata8,Highly Important,High,High,Very Low,21.8,18.3,19.7,3.5,63.3
fexa,Highly Important,High,High,Very Low,21.8,18.3,19.7,3.5,63.3
tet(s),Highly Important,High,High,Very Low,21.8,18.3,19.7,3.5,63.3
bass,Critically Important,Very Low,Low,Very High,28.4,3.05,7.1,24.8,63.35
mexp,Critically Important,Very Low,Low,Very High,28.4,3.05,7.1,24.8,63.35
oxa-64,Critically Important,Very Low,Low,Very High,28.4,3.05,7.1,24.8,63.35
oxa-65,Critically Important,Very Low,Low,Very High,28.4,3.05,7.1,24.8,63.35
pdc-3,Critically Important,Very Low,Low,Very High,28.4,3.05,7.1,24.8,63.35
pdc-5,Critically Important,Very Low,Low,Very High,28.4,3.05,7.1,24.8,63.35
lnug,Highly Important,Very Low,Medium,Very High,21.8,3.05,14.2,24.8,63.85
macb,Critically Important,Very High,Low,Low,28.4,21.6,7.1,7.0,64.1
mtra,Critically Important,Very High,Low,Low,28.4,21.6,7.1,7.0,64.1
pata,Critically Important,Very High,Low,Low,28.4,21.6,7.1,7.0,64.1
patb,Critically Important,Very High,Low,Low,28.4,21.6,7.1,7.0,64.1
pmra,Critically Important,Very High,Low,Low,28.4,21.6,7.1,7.0,64.1
rlma(ii),Critically Important,Very High,Low,Low,28.4,21.6,7.1,7.0,64.1
aac(6')-iid,Critically Important,High,Medium,Very Low,28.4,18.3,14.2,3.5,64.4
aads,Critically Important,High,Medium,Very Low,28.4,18.3,14.2,3.5,64.4
vani,Critically Important,High,Medium,Very Low,28.4,18.3,14.2,3.5,64.4
staphylococcus aureus mupa conferring resistance to mupirocin,Highly Important,Very Low,High,High,21.8,3.05,19.7,19.9,64.45
tet(39),Highly Important,Very Low,High,High,21.8,3.05,19.7,19.9,64.45
campylobacter coli chloramphenicol acetyltransferase,Highly Important,Very High,Medium,Low,21.8,21.6,14.2,7.0,64.6
tet(o),Highly Important,Very High,Medium,Low,21.8,21.6,14.2,7.0,64.6
cmy-131,Highly Important,High,Not Defined,Very High,21.8,18.3,0.0,24.8,64.9
adc-30,Critically Important,Very Low,Medium,High,28.4,3.05,14.2,19.9,65.55
carb-16,Critically Important,Very Low,Medium,High,28.4,3.05,14.2,19.9,65.55
cmla4,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
cmlb1,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
cmy-111,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
cmy-16,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
cmy-4,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
cmy-44,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
cmy-6,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
tet(u),Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
vatd,Highly Important,Not Defined,High,Very High,21.8,0.0,19.7,24.8,66.3
fosa7,Critically Important,Low,Low,Very High,28.4,6.1,7.1,24.8,66.4
mexq,Critically Important,Low,Low,Very High,28.4,6.1,7.1,24.8,66.4
opmd,Critically Important,Low,Low,Very High,28.4,6.1,7.1,24.8,66.4
opme,Critically Important,Low,Low,Very High,28.4,6.1,7.1,24.8,66.4
oprj,Critically Important,Low,Low,Very High,28.4,6.1,7.1,24.8,66.4
acinetobacter baumannii parc conferring resistance to fluoroquinolones,Critically Important,High,Not Defined,High,28.4,18.3,0.0,19.9,66.6
basr,Critically Important,High,Not Defined,High,28.4,18.3,0.0,19.9,66.6
catii,Highly Important,Very High,High,Very Low,21.8,21.6,19.7,3.5,66.6
lnuc,Highly Important,Very High,High,Very Low,21.8,21.6,19.7,3.5,66.6
act-5,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
adc-1,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
adc-10,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
adc-11,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
adc-56,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
adc-73,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
adc-74,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
adc-81,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
aph(6)-ic,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
lcr-1,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
mcr-3.10,Critically Important,Not Defined,Medium,Very High,28.4,0.0,14.2,24.8,67.4
